name,title,description,ingredients,recipe,image
zharenye_marinovannye_kurinye_grudki,Жареные маринованные куриные грудки,"['Жареные куриные грудки, замаринованные в лимонном соке с чесноком и зеленью', 'Время готовки: 30 минут', 'Количество порций: 4 ']","{'Куриная грудка': '4 шт (без костей с кожей)', 'Куриный бульон': '150 мл', 'Подсолнечное масло': '3 столовые ложки', 'Петрушка': '3 столовые ложки (нарезанная)', 'Гладкая мука': '30 гр', 'Масло сливочное': '30 гр', 'Оливковое масло': '2 столовые ложки', 'Чеснок': '1 шт (3 натертые дольки)', 'Лимонный сок': '1 столовая ложка', 'Провансальские пряности': '0.5 кофейные ложки', 'Кресс': ' (листочки)', 'Соль': '', 'Перец острый': ''}","[' Приготовление маринада: перемешать оливковое масло с лимонным соком, чесноком, петрушкой, провансальской приправой, добавить соль и перец по вкусу.', ' Мясо положить в маринад, хорошо помешать, закрыть и поставить на 30 минут в холодильник.', ' Вынуть мясо из маринада, слегка осушить салфеткой, посолить и посыпать мукой. ', ' На сковороде разогреть сливочное и подсолнечное масло. Когда масло начнет пениться, положить порции мяса и обжарить с каждой стороны около 10 минут до золотистого цвета.', ' Вынуть мясо из сковороды, вылить из нее жир. Налить в сковороду куриный бульон и варить на слабом огне примерно 8 минут.', ' Порции курицы подавать на листьях салата, политые соком из бульона и посыпанные зеленью петрушки. К блюду подходит гарнир из тушеных овощей.']",image
zharenyj_kartofel_s_bekonom_i_shampinonami,Жареный картофель с беконом и шампиньонами,"['Сытное блюдо быстрого приготовления - жареный картофель с шампиньонами, беконом, сыром, яйцами и сметаной', 'Время готовки: 30 минут', 'Количество порций: 4 ']","{'Картофель': '700 гр (без кожуры, нарезанная ломтиками)', 'Грибы': '200 гр (нарезанные ломтиками)', 'Английский беконо': '200 гр (нарезанная на полоски)', 'Сыр Эдам': '150 гр (натертый)', 'Сметана': '5 столовых ложек', 'Растительное масло': '4 столовые ложки', 'Петрушка': '4 столовые ложки (нарезанная)', 'Яичный желток': '2 шт', 'Соль': '', 'Молотый тмин': ''}","[' В большой сковороде разогреть часть растительного масла и пожарить на нем картофель. Добавить бекон и обжаривать еще 2-3 минуты. Отставить в сторону.', ' На остатке масла приготовить грибы - тушить под крышкой около 10 минут, иногда помешивая, добавить соль и тмин.', ' В миске взбить сметану, желтки и сыр, полученную массу перемешать с шампиньонами. Тушить все вместе, постоянно помешивая, еще 3 минуты. Затем добавить картофель с беконом, все перемешать и прогреть около 2 минут. ', ' Отдельные порции украсить петрушкой.']",image
zharkoe_iz_marinovannoj_svininy,Жаркое из маринованной свинины,"['Запеченная свинина замаринованная в ананасовом соке со специями и соевым соусом', 'Время готовки: 150 минут', 'Количество порций: 6 ']","{'Жареная свинина': '1.5 кг (без костей)', 'Ананас': '300 гр (обжаренные ломтики)', 'Ананасовый сок': '250 мл', 'Кленовый сироп': '2 столовые ложки', 'Соевый соус': '2 столовые ложки', 'Тимьян': '2 столовые ложки (свежий, нарезанный)', 'Чеснок': '1 шт (2 натертые дольки)', 'Кориандр': '1 кофейная ложка (молотый)'}","[' Приготовить маринад: в глубокой тарелке смешать ананасовый сок, кленовый сироп, соевый соус, чеснок, тимьян и кориандр. ', ' Свинину положить в маринад, закрыть крышкой и поставить мариноваться как минимум на 8 часов в холодильник.  ', ' Достать мясо из маринада, посолить и выложить на противень салом вверх. Зарыть алюминиевой фольгой и запекать 60 минут.', ' Убрать фольгу, полить мясо маринадом и запекать еще 30 минут, пока поверхность мяса слегка не потемнеет, но так, чтобы оно не стало сухим. ', ' Запеченное мясо немного остудить, затем нарезать ломтиками. Подливку от выпечки процедить и разогреть.', ' Ломтики мяса, политые подливкой подавать с кольцами ананаса, запеченными на гриле.']",image
zapekanka_s_kakao,Запеканка с какао,"['Легкая запеканка с какаовой подливкой и ароматом ванили и сахарной пудры ', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Сливки': '300 мл (теплая)', 'Яйца': '2 шт (взбитое)', 'Сахарный тростник': '90 гр', 'Сахар': '60 гр', 'Детская еда': '60 гр', 'Какао': '40 гр', 'Масло сливочное': '30 гр (разогретое и немного на промазывание)', 'Разрыхлитель': '1 кофейная ложка', 'Ванильный порошок': ' (3 капли)', 'Сахарная пудра': ' (на присыпку)'}","[' В глубокой миске взбить в пену яйца, масло и 60 гр. сахара.', ' Добавить манную крупу, ванильную эссенцию, 30 гр. какао и порошок для выпечки и все хорошо перемешать. ', ' Приготовленное тесто залить в смазанный маслом противень.', ' Приготовить подливку: перемешать тростниковый сахар, 10 гр. какао и горячие сливки.', ' Подливкой залить тесто в противне. Противень поставить в разогретую духовку и запекать около 30 минут. ', ' Когда запеканка будет готова, разделить ее на порции и подавать горячей, перед подачей на стол посыпать сахарной пудрой.']",image
zapetchennaja_brjusselskaja_kapusta,Запеченная брюссельская капуста,"['Брюссельская капуста, запеченная с ветчиной и специями в сырно-сливочном соусе', 'Время готовки: 45 минут', 'Количество порций: 2 ']","{'Брюссельская капуста': '500 гр (очищенная)', 'Ветчина': '100 гр (отварная, нарезанная на кусочки)', 'Сливки': '125 мл', 'Сыр Эдам': '100 гр (натертый)', 'Творога жирный': '75 гр', 'Масло сливочное': '1 столовая ложка', 'Мускатный орех': '0.5 кофейные ложки (натертый)', 'Растительное масло': '1 столовая ложка', 'Соль': '', 'Перец острый': ''}","[' Капусту положить в кастрюлю с подходящим количеством кипящей подсоленной воды и варить 5 минут. Затем достать из кастрюли и осушить.', ' Форму для выпечки смазать растительным маслом.', ' Приготовить соус: перемешать творог, сливки и 4 столовых ложки тертого сыра. Посолить, поперчить, добавить мускатный орех. ', ' В форму положить капусту и ветчину. Поперчить, перемешать и залить соусом.', ' Сверху посыпать блюдо оставшимся тертым сыром и положить стружку сливочного масла.', ' Запекать в разогретой духовке около 20 минут до золотистого цвета.']",image
zapetchennye_baklazhany,Запеченные баклажаны,"['Баклажаны, запеченные на оливковом масле с чесноком, зеленью и двумя видами сыра', 'Время готовки: 90 минут', 'Количество порций: 4 ']","{'Баклажаны': '4 шт (небольшие)', 'Сыр Нива': '180 гр (раздавленный)', 'Сыр Чедар': '180 гр (натертый)', 'Свежий базилик': '5 столовых ложек (свежая, нарезанная)', 'Петрушка': '2 столовые ложки (нарезанная)', 'Оливковое масло': '2 столовые ложки', 'Чеснок': '1 шт (6 долек нарезанных на маленькие ломтики)', 'Соль': '1 кофейная ложка'}","[' В глубокой посуде перемешать 4 столовые ложки свежего базилика, зелень петрушки, оливковое масло и соль.', ' Вымыть баклажаны, сделать поперек несколько надрезов на расстоянии примерно 2 см. так, чтобы баклажан не распался. В надрезы вложить приготовленное масло с зеленью. ', ' Баклажаны с начинкой выложить в обмазанную маслом жаропрочную форму и запекать в духовке в течение 45 минут, пока они не станут мягкими.', ' Вынуть из духовки и посыпать двумя видами сыра. Запекать еще 5-8 минут, пока сыр не расплавится и не станет золотистым. ', ' Баклажаны подавать горячими, посыпав сверху свежим базиликом. Подходящим гарниром является овощной салат или куски белого батона.']",image
zapetchennye_kanneloni_s_lososem,Запеченные каннелони с лососем,"['Запеченные каннелони с начинкой из лосося, шпината и яиц с соусом бешамель и сыром', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Шпинат': '500 гр (свежие листья)', 'Молоко': '300 мл', 'Лосось': '300 гр (свежее филе)', 'Масло сливочное': '60 гр', 'Яйца': '1 шт', 'Гладкая мука': '35 гр', 'Пармезан': '2 столовые ложки (натертый)', 'Каннеллони': '1 шт (упаковка těstovin)', 'Мускатный орех': '0.5 кофейные ложки', 'Соль': '', 'Перец острый': '', 'Петрушка': ' (на украшение)'}","[' Шпинат посолить и обжарить в сковороде на 10 гр. масла. Остудить и мелко нарезать.', ' В кастрюле разогреть 40 гр. масла, добавить муку и, помешивая, влить молоко. Полученный соус варить, помешивая, до загустения. Добавить соль, перец и мускатный орех.  ', ' Каннелони варит 4 минуты в кипящей подсоленной воде.', ' Лосося нарезать кусочками и несколько минут обжаривать на остатке масла. Затем рыбу измельчить и посолить. ', ' Взбить яйцо и перемешать с рыбой, шпинатом, 2-мя ложками соуса и пармезаном.', ' Каннелони заполнить начинкой, свернуть и положить в форму для выпечки, сверху полить остатком соуса. Блюдо запекать около 20 минут в разогретой духовке, пока поверхность не станет золотистой.', ' Каннелони подавать горячими и украсить петрушкой.']",image
zapetchennye_kanneloni_s_mortadelloj_bolonskoj_varenoj_kolbasoj_,Запеченные каннелони с мортаделлой (болонской вареной колбасой),"['Каннеллони, запеченные с мясным фаршем, мортаделлой и соусом из овощей, томатной пасты, сливок и красного вина', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Лазанья': '12 шт (куски)', 'Говяжий фарш': '300 гр', 'Оливковое масло': '4 столовые ложки', 'Чеснок': '4 шт (натертые дольки)', 'Лук': '1 шт (нарезанный)', 'Морковь': '1 шт (нарезанная мелко)', 'Сельдерей': '1 шт (нарезанные веточки)', 'Красное вино': '125 мл', 'Мортаделла': '200 гр (нарезанный)', 'Петрушка': '5 столовых ложек (нарезанная)', 'Томатная паста': '750 гр', 'Сладкий крем': '200 мл', 'Перец острый': '', 'Соль': '', 'Сыр пармезан': '90 гр (натертый)', 'Базилик': '3 столовые ложки (на украшение)'}","[' В кастрюлю с кипящей водой положить основу для лазаньи и варить 8 минут. Затем достать из кастрюли и отложить в сторону. ', ' В сковороде разогреть оливковое масло и обжарить фарш с чесноком, добавить мелко нарезанные овощи, красное вино и тушить все вместе.', ' Добавит мортаделлу и петрушку, посолить, поперчить. ', ' Томатную пасту перемешать со сливками, посолить, поперчить и вылить часть получившегося соуса в форму для выпечки, так, чтоб покрыть дно. ', ' В каждый кусок теста завернуть мясную массу и сложить трубочки в форму, швом вниз.', ' Лазанью залить оставшимся соусом, посыпать сверху сыром и запекать в разогретой духовке около 20 минут.', ' Перед подачей на стол украсить каннелони базиликом.']",image
zapetchennye_pomidory_s_maslom_i_zelenju,Запеченные помидоры с маслом и зеленью,"['Легкий летний ужин - запеченные помидоры, посыпанные кориандром, подаются со сливочным маслом с зеленью', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Помидоры черри': '500 гр', 'Масло сливочное': '50 гр (разогретое)', 'Кориандр': '3 столовые ложки (свежий, нарезанный)', 'Чеснок': '1 шт (1 раздавленная долька)', 'Лимонный сок': '0.5 столовые ложки', 'Соль': ''}","[' Помидоры выложить в жаропрочную форму и запекать пол часа в духовке пока они не станут мягкими и слегка не покроются коричневой корочкой.', ' В глубокой посуде перемешать сливочное масло, 2 столовых ложки свежего нарезанного кориандра, лимонный сок, чеснок и соль по вкусу.', ' Помидоры подавать горячими, посыпав перед этим кориандром и украсив кусочками кориандрового масла. В качестве гарнира подходит нарезанный батон. ']",image
zapetchennye_farshirovannye_cukkini,Запеченные фаршированные цуккини,"['Запеченные цуккини, фаршированные помидорами, каперсами, сыром и свежим базиликом ', 'Время готовки: 50 минут', 'Количество порций: 4 ']","{'Цуккини': '4 шт (молодые)', 'Помидоры': '4 шт (большие, без кожуры, без семян)', 'Сыр пармезан': '250 гр (натертый)', 'Базилик': '4 столовые ложки (свежая, нарезанная)', 'Оливковое масло': '3 столовые ложки', 'Каперсы': '2 столовые ложки (обваренные кипятком, нарезанные мелко)', 'Лук': '1 шт (мелко нарезанная)', 'Соль': '', 'Перец острый': ''}","[' Цуккини разрезать вдоль, вырезать мякоть, которую мелко порезать.', ' Разогреть в сковороде 1 столовую ложку оливкового масла и сливочное масло. Положить лук и обжаривать около 3 минут, затем добавить мякоть цуккини, помидоры, базилик, соль и перец и тушить, помешивая, пока масса не загустеет.', ' Внутреннюю поверхность цуккини натереть оливковым маслом, выложить цуккини на обмазанный маслом противень и запекать 10 минут в разогретой духовке.', ' Вынуть цуккини из духовки, наполнить половиной массы для начинки, посыпать нарезанными каперсами и половиной тертого сыра, затем добавить остаток начинки и посыпать сверху остатком сыра, запекать цуккини с начинкой еще 15 минут.', ' Фаршированные цуккини подают горячими, в качестве гарнира подходит нарезанный белый батон.']",image
zapetchennye_frikadelki_so_smetannym_sousom,Запеченные фрикадельки со сметанным соусом,"['Печеные фрикадельки со сметанным соусом с зеленью', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Огурец': '900 гр (мелко нарезанный на куски)', 'Молотая свинина': '800 гр', 'Творога жирный': '250 гр', 'Сметана': '5 столовых ложек', 'Панировочные сухари': '4 столовые ложки', 'Лук': '1 шт (мелко нарезанный на куски)', 'Растительное масло': '2 столовые ложки', 'Чеснок': '1 шт (1 натертая долька)', 'Масло сливочное': '1 столовая ложка', 'Укроп': '1 шт (пучок нарезанный)', 'Соль': '', 'Перец острый': ''}","[' В миске перемешать фарш с творогом, панировочными сухарями, чесноком, перцем и солью. Из полученной массы сделать 16 фрикаделек.', ' На лист для выпечки положить смазанную маслом фольгу, положить на фольгу фрикадельки и поставить лист в разогретую духовку, запекать мясо около 30 минут, иногда переворачивая. ', ' В сковородке на сливочном масле потушить нарезанные огурцы и лук. Приблизительно через 10 минут добавить сметану, посолить, поперчить и добавить нарезанный укроп.', ' Запеченные фрикадельки выложить на тарелки вместе с тушеными овощами в сметанном соусе.']",image
zapetchennyj_kartofel,Запеченный картофель,"['Нарезанный кружочками картофель, запеченный со сливочным маслом', 'Время готовки: 55 минут', 'Количество порций: 4 ']","{'Сырой картофель': '750 гр (нарезанный на тонкие куски)', 'Масло сливочное': '100 гр', 'Соль': '', 'Перец острый': ''}","[' Картофель нарезать кружочками на очень тонкие ломтики.', ' Жаропрочную сковороду намазать маслом и выложить в нее нарезанный картофель слоями. Каждый слой посолить, поперчить и положить на него кусочки сливочного масла.', ' Сковороду закрыть крышкой и запекать на слабом огне, пока низ картофеля не станет золотистым.', ' Картофель допечь в разогретой духовке еще в течение 30 минут, пока он не станет мягким.', ' Осторожно вынуть картофель из сковороды, перевернув запеченным дном наверх, разрезать на порции и подавать горячим.']",image
zapetchennyj_kartofel_s_syrom,Запеченный картофель с сыром,"['Золотистый картофель, запеченный с маслом и сыром пармезан', 'Время готовки: 70 минут', 'Количество порций: 4 ']","{'Картофель': '1 кг (без кожуры)', 'Масло сливочное': '70 гр (разогретое)', 'Сыр пармезан': '4 столовые ложки', 'Петрушка': '3 столовые ложки (нарезанная, на украшение)', 'Перец острый': '', 'Соль': ''}","[' Картофель надрезать кольцами так, чтобы он не распался полностью (получится ""ежик"").', ' Форму для выпечки смазать сливочным маслом, выложить в нее картофель и смазать его со всех сторон растопленным маслом. Посолить и поперчить.', ' Форму поставить в духовку и запекать картофель около 50 минут. Затем посыпать сыром и еще немного допечь, пока картофель не станет мягким. ', ' Подавать горячим с нарезанной петрушкой в качестве самостоятельного блюда или гарнира к мясу и овощам.']",image
zapetchennyj_chleb_chiabatta_s_garnirom,Запеченный хлеб Чиабатта с гарниром,"['Хрустящая чиабатта с сыром, салатными листьями, помидорами и ломтиками копченой ветчины', 'Время готовки: 15 минут', 'Количество порций: 2 ']","{'Чиабатта': '2 шт', 'Помидоры': '2 шт', 'Сыр Эменталь': '150 гр (8 кусков нарезки)', 'Куриная ветчина': '150 гр (копченая, 8 ломтиков)', 'Горчица': '4 столовые ложки (французская горчица из черных семян)', 'Руккола': '50 гр', 'Оливковое масло': '2 столовые ложки'}","[' Чиаббаты разрезать и смазать оливковым маслом.', ' Половинки хлеба выложить на противень для гриля разрезанной частью вверх и запекать около 5 минут.', ' В это время вымыть листья салата и нарезать их.', ' Чиабатты вынуть из гриля, каждую половинку смазать горчицей и покрыть гарниром - положить сверху рукколу, а затем слоями помидоры, сыр и ветчину. ', ' Подавать в качестве теплой закуски.']",image
zernovye_bulotchki,Зерновые булочки,"['Булочки из зерновой муки - легкая закуска, подается лучше всего с джемом', 'Время готовки: 60 минут', 'Количество порций: 12 ']","{'Мука грубого помола': '500 гр (цельнозерновая)', 'Молоко': '250 мл (чуть теплое)', 'Вода': '125 мл (чуть теплая)', 'Подсолнечное масло': ' (на промазывание)', 'Дрожжи': '1 кофейная ложка (сушенные)', 'Соль': '1 кофейная ложка'}","[' Из муки, соли, сахара, дрожжей, молока и воды замесить не прилипающее к рукам, гладкое, упругое тесто.', ' Глубокую миску смазать маслом, сделать из теста шар, положить в миску, накрыть полотенцем и оставить на час в теплом месте подниматься.', ' Когда тесто поднимется, выложить его на посыпанную мукой доску, слегка размять и раскатать в лепешку толщиной 1 см.', ' Формой (или кружкой) вырезать из теста 12 кружочков и оставить еще на пол часа под полотенцем подниматься.', ' Смазать маслом блинницу и обжарить в ней булочки по 7 минут с каждой стороны до золотистого цвета, так, чтобы тесто пропеклось и внутри.', ' Подавать булочки лучше всего со сливочным маслом и джемом.']",image
italjanskij_mjasnoj_pirog,Итальянский мясной пирог,"['Трехслойный мясной пирог - из говядины с помидорами и чесноком, шпината с тремя видами сыра, верхний слой из слоеного теста', 'Время готовки: 90 минут', 'Количество порций: 4 ']","{'Говяжий фарш': '1000 гр', 'Шпинат': '620 гр (листья, мелко нарезанные)', 'Слоеное тесто': '11 шт (куски)', 'Консервированные помидоры': '400 гр (молотые)', 'Яйца': '2 шт (взбитое)', 'Сыр Чедар': '100 гр (натертый)', 'Сыр Эменталь': '100 гр (натертый)', 'Сливочный сыр': '100 гр (жирный)', 'Масло сливочное': '90 гр (60 гр растопить, 30 гр добавить в мясо)', 'Томатная паста': '2 столовые ложки', 'Чеснок': '1 шт (2 натертые дольки)', 'Гладкая мука': '1 столовая ложка', 'Сахар': '1 кофейная ложка', 'Соль': '', 'Перец острый': ''}","[' Приготовить мясной слой: в кастрюле разогреть сливочное масло и положить фарш, запекать 15 минут. ', ' Высыпать муку и перемешать, через некоторое время добавить помидоры, томатную пасту, сахар, чеснок, перец и посолить. ', ' Мясной слой со всеми ингредиентами хорошо перемешать и тушить около 40 минут, иногда помешивая. ', ' Приготовить слой со шпинатом: вымытый и нарезанный шпинат положить в кастрюлю и прогреть, помешивая, пока листья не завянут (воду не добавлять). Затем высушить шпинат и смешать с сыром чеддер, эммента́льским сыром, плавленым сыром и яйцами. Смесь посолить, поперчить по вкусу. ', ' В форму для выпечки положить мясной слой, сверху выложить шпинат с сыром. Всю поверхность тщательно покрыть пластинками слоеного теста, которые можно в зависимости от воображения декоративно положить друг на друга слоями. ', ' Пирог поставить в духовку и запекать 25 минут до золотистой корочки. Порции пирога подавать горячими. ']",image
italjanskoe_firmennoe_bljudo_iz_svininy_i_makaron,Итальянское фирменное блюдо из свинины и макарон,"['Свиной фарш, тушеный в вине со специями и овощами и запеченный с макаронами в сырном соусе', 'Время готовки: 80 минут', 'Количество порций: 4 ']","{'Молотая свинина': '500 гр', 'Консервированные помидоры': '400 гр (нарезанные)', 'Молоко': '300 мл', 'Рожки': '250 гр', 'Сыр Чедар': '250 гр (натертый)', 'Томатная паста': '150 гр', 'Яйца': '2 шт (взбитое)', 'Лук': '2 шт (мелко нарезанная)', 'Красное вино': '100 мл', 'Чеснок': '1 шт (4 натертые дольки)', 'Масло сливочное': '20 гр', 'Гладкая мука': '20 гр', 'Подсолнечное масло': '1 столовая ложка', 'Сахар': '1 кофейная ложка', 'Орегано': '1 кофейная ложка (нарезанное, свежее)', 'Корица': '0.5 кофейные ложки', 'Мускатный орех': '0.5 кофейные ложки (натертые)', 'Лавровый лист': '2 шт', 'Соль': '', 'Перец острый': ''}","[' Разогреть в сковороде подсолнечное масло. Добавить мясо, чеснок и лук, и обжаривать на сильном огне около 5 минут.  ', ' Добавить помидоры, томатную пасту, вино и тушить 15 минут на слабом огне.', ' Добавить сахар, орегано, корицу, лавровый лист, соль и перец. Тушить еще 10 минут. ', ' В кипящей воде сварить макаронные изделия и пока отложить в сторону. ', ' Жароустойчивую форму обмазать сливочным маслом. Выложить в нее половину мяса в вине, затем положить слой макарон. Выложить следующий слой мяса, поверх положить остаток макарон.', ' Форму поставить в духовку и запекать блюдо примерно 20 мин.', ' Приготовить сырный соус: в кастрюле разогреть сливочное масло, добавить муку и обжарить, постоянно помешивая. Постепенно добавлять молоко. Поварить около 5 минут. Убрать кастрюлю с плиты, добавить, помешивая, сыр, яйцо, мускатный орех, посолить и поперчить. ', ' Вынуть форму из духовки и залить макароны сырным соусом. Затем запекать еще 20 минут до золотистой корочки.']",image
kalatchiki_s_koricej,Калачики с корицей,"['Калачики с корицей, изюмом и сахарной глазурью', 'Время готовки: 60 минут', 'Количество порций: 16 ']","{'Гладкая мука': '1000 гр', 'Сахар': '420 гр', 'Молоко': '400 мл (чуть теплое)', 'Изюм': '250 гр', 'Сахарная пудра': '200 гр', 'Яйца': '2 шт (взбитое)', 'Вода': '4 столовые ложки (холодная для подливки)', 'Корица': '3 столовые ложки (молотая)', 'Масло сливочное': '30 гр (разогретое)', 'Растительное масло': '1 столовая ложка (на промазывание)', 'Ванильный порошок': '1 столовая ложка', 'Соль': '1 кофейная ложка', 'Дрожжи': '7 гр (сушенные)'}","[' В глубокую миску высыпать муку, соль, сахар, дрожжи, добавить 350 мл. молока, яйцо и сливочное масло. Замесить упругое тесто, добавить в тесто изюм и ложку корицы.', ' Тесто разделить на 16 частей, каждую часть раскатать в полоску 20 см. длиной, посыпать полоску сахаром с корицей и свернуть в калачик в форме улитки.', ' Противни смазать маслом, выложить на них калачи и оставить под полотенцем на 30 минут в теплом месте, пока тесто не увеличится в объеме в 2 раза.', ' Перед тем как поставить в духовку, смазать калачи оставшимся молоком. Запекать до золотистого цвета около 40 минут.', ' Приготовить глазурь: в миске перемешать сахарную пудру, воду и ванильную эссенцию.', ' Калачи вынуть из духовки и сразу же смазать приготовленной глазурью, подавать можно горячими.']",image
kambala_s_limonnym_maslom,Камбала с лимонным маслом,"['Легкое летнее блюдо из жареной рыбы с зеленью петрушки и лимонным маслом', 'Время готовки: 20 минут', 'Количество порций: 4 ']","{'Палтус': '1000 гр', 'Масло сливочное': '100 гр', 'Гладкая мука': '60 гр', 'Лимоны': '1 шт (из половинки отжать сок, остаток нарезать на колечка)', 'Петрушка': '3 столовые ложки (нарезанная)', 'Соль': '', 'Перец острый': ''}","[' Филе рыбы разделить на 8 порций. В тарелку насыпать муку, добавить соль и немного перца. Филе обвалять в муке.', ' В большой сковороде растопить половину сливочного масла, на котором с обеих сторон тщательно обжарить рыбу, затем рыбу вынуть из сковороды.', ' Вымыть сковороду и растопить в ней оставшееся сливочное масло. Когда масло станет золотистым, добавить зелень петрушки и лимонный сок. Перемешать и полить этой смесью готовую рыбу. Блюдо подавать горячим с кольцами лимона.']",image
kanneloni_s_farshem,Каннелони с фаршем,"['Запеченные каннелони с начинкой из телячьего фарша, шампиньонов, цуккини и оливок, с томатной пастой, посыпанные сыром', 'Время готовки: 60 минут', 'Количество порций: 4 ']","{'Каннеллони': '1 шт (упаковка těstovin)', 'Телятина': '300 гр (молотое)', 'Цуккини': '1 шт (нарезанное на мелкие кусочки)', 'Томатная паста': '250 мл', 'Грибы': '150 гр (нарезанные)', 'Сыр Эменталь': '100 гр (натертый)', 'Зеленые оливки': '20 шт (нарезанные без косточек)', 'Лук-шалот': '1 шт (нарезанный)', 'Чеснок': '1 шт (1 раздавленная долька)', 'Оливковое масло': '2 столовые ложки', 'Петрушка': '1 шт (пучок, вымытая, нарезанная)', 'Кукурузный крахмал': '1 столовая ложка', 'Сметана': '2 столовые ложки', 'Сыр пармезан': '1 столовая ложка (натертый)', 'Соль': '', 'Перец острый': ''}","[' В сковороде обжарить на оливковом масле лук.', ' Добавить мясо, цуккини, чеснок, часть петрушки и шампиньоны. Тушить, помешивая, около 10 минут, затем добавить крахмал и оливки.', ' Полученную массу посолить и поперчить. Снять с плиты, добавить сметану, сыр пармезан, и перемешать.', ' Каннелони варить в большой кастрюле в кипящей подсоленной воде 4 минуты. Затем вынуть из кастрюли, дать воде стечь, заполнить их приготовленной массой и свернуть в трубочки. ', ' Каннелони с начинкой положить в смазанную маслом форму, залить томатной пастой и посыпать сыром эмменталь.', ' Запекать в разогретой духовке около 25 минут. Подавать горячими, посыпав сверху петрушкой.']",image
kaponata,Капоната,"['Баклажан тушеный с томатной пастой, луком, чесноком и оливками', 'Время готовки: 40 минут', 'Количество порций: 4 ']","{'Баклажаны': '1 шт (большой)', 'Сельдерей': '3 шт (стебли нарезанные)', 'Лук': '2 шт (нарезанный на колечки)', 'Оливки': '130 гр (зеленые без косточек)', 'Томатная паста': '130 гр', 'Красный винный уксус': '150 мл', 'Оливковое масло': '5 столовых ложек', 'Сахар': '60 гр', 'Каперсы': '30 гр', 'Чеснок': '1 шт (2 натертые дольки)', 'Перец острый': '', 'Петрушка': '30 гр (порезанная)', 'Соль': ''}","[' Баклажан очистить, нарезать кубиками, посолить и оставить на 30 минут. Затем промыть холодной водой и осушить бумажным полотенцем. ', ' На сковороде разогреть часть масла, добавить баклажан и обжаривать около 10 минут, после чего переложить в миску. ', ' В масло на сквороде добавить нарезанный сельдерей и тушить около 5 минут до коричневого цвета.', ' Баклажан выложить обратно в сковороду, добавить лук, томатную пасту, сахар и уксус, тушить около 10 минут, пока овощи не станут мягкими. При необходимости можно добавить немного воды.', ' Снять с плиты, добавить каперсы, часть петрушки, оливки и чеснок. По вкусу посолить, поперчить и дать смеси остыть.', ' Подавать посыпав зеленью петрушки.']",image
kapusta_s_koptchenym_tofu,Капуста с копченым тофу,"['Савойская капуста в бульоне с карри, соевым соусом и кусочками тофу', 'Время готовки: 30 минут', 'Количество порций: 2 ']","{'Капуста': '600 гр (без твердой сердцевины, нарезанная на полоски)', 'Овощной бульон': '300 мл', 'Сыр тофу': '250 гр (копченый, нарезанный на кусочки)', 'Растительное масло': '2 столовые ложки', 'Соевый соус': '2 столовые ложки', 'Кари': '1.5 столовые ложки', 'Лук': '1 шт (нарезанный мелко)', 'Соль': '', 'Перец острый': ''}","[' В кастрюле обжарить на подсолнечном масле лук.', ' Добавить приправу карри, слегка обжарить и добавить бульон.', ' Положить в кастрюлю нарезанную капусту, добавить соевый соус и тушить под крышкой 10-12 минут.', ' Добавить кусочки тофу и перемешать, посолить, поперчить и подавать к столу, лучше всего с белым батоном. ']",image
